Date,Manufacturer,Category,Registrations
2022-09-22,Maruti,4W,109
2022-09-22,Honda,4W,87
2022-09-23,Mahindra,4W,117
2022-09-23,Hero,2W,252
2022-09-23,Honda,4W,92
2022-09-23,TVS,2W,243
2022-09-23,Tata,4W,91
2022-09-23,Maruti,4W,96
2022-09-23,Hyundai,4W,88
2022-09-23,Kia,4W,120
2022-09-24,TVS,2W,246
2022-09-24,Maruti,4W,97
2022-09-24,Honda,4W,106
2022-09-24,Toyota,4W,82
2022-09-24,Mahindra,4W,92
2022-09-24,Hyundai,4W,106
2022-09-24,Tata,4W,103
2022-09-25,Mahindra,4W,110
2022-09-25,Kia,4W,112
2022-09-25,Hero,2W,258
2022-09-25,Hyundai,4W,101
2022-09-25,Bajaj,2W,243
2022-09-25,Tata,4W,107
2022-09-26,Hero,2W,236
2022-09-26,Maruti,4W,104
2022-09-26,Tata,4W,100
2022-09-26,Bajaj,2W,267
2022-09-26,Mahindra,4W,100
2022-09-26,Kia,4W,92
2022-09-26,TVS,2W,263
2022-09-26,Hyundai,4W,108
2022-09-27,Mahindra,4W,86
2022-09-27,Hyundai,4W,105
2022-09-27,Maruti,4W,120
2022-09-27,Hero,2W,259
2022-09-27,Tata,4W,87
2022-09-28,TVS,2W,257
2022-09-28,Honda,4W,100
2022-09-28,Hero,2W,242
2022-09-28,Mahindra,4W,111
2022-09-28,Kia,4W,107
2022-09-28,Maruti,4W,112
2022-09-28,Tata,4W,90
2022-09-28,Bajaj,2W,233
2022-09-28,Hyundai,4W,107
2022-09-29,Hero,2W,260
2022-09-29,TVS,2W,265
2022-09-29,Hyundai,4W,102
2022-09-29,Toyota,4W,118
2022-09-29,Kia,4W,111
2022-09-29,Honda,4W,94
2022-09-29,Bajaj,2W,254
2022-09-30,TVS,2W,235
2022-09-30,Kia,4W,101
2022-09-30,Bajaj,2W,240
2022-09-30,Toyota,4W,99
2022-09-30,Hyundai,4W,105
2022-09-30,Tata,4W,84
2022-10-01,Hero,2W,254
2022-10-01,Honda,4W,91
2022-10-01,Toyota,4W,114
2022-10-01,Mahindra,4W,108
2022-10-01,Maruti,4W,85
2022-10-01,TVS,2W,235
2022-10-01,Kia,4W,101
2022-10-01,Bajaj,2W,242
2022-10-01,Hyundai,4W,84
2022-10-02,Hyundai,4W,98
2022-10-02,Honda,4W,107
2022-10-02,Kia,4W,98
2022-10-02,Bajaj,2W,253
2022-10-02,Tata,4W,91
2022-10-02,Hero,2W,251
2022-10-02,TVS,2W,235
2022-10-02,Toyota,4W,103
2022-10-02,Mahindra,4W,105
2022-10-02,Maruti,4W,90
2022-10-03,Kia,4W,97
2022-10-03,Toyota,4W,109
2022-10-03,Hyundai,4W,94
2022-10-03,TVS,2W,250
2022-10-03,Bajaj,2W,263
2022-10-03,Mahindra,4W,95
2022-10-03,Honda,4W,92
2022-10-03,Hero,2W,270
2022-10-03,Maruti,4W,100
2022-10-03,Tata,4W,110
2022-10-04,Mahindra,4W,118
2022-10-04,TVS,2W,232
2022-10-04,Maruti,4W,116
2022-10-04,Bajaj,2W,256
2022-10-04,Honda,4W,91
2022-10-04,Kia,4W,88
2022-10-04,Toyota,4W,120
2022-10-04,Hyundai,4W,102
2022-10-04,Hero,2W,250
2022-10-04,Tata,4W,88
2022-10-05,Hyundai,4W,107
2022-10-05,Toyota,4W,103
2022-10-05,Bajaj,2W,254
2022-10-05,Kia,4W,89
2022-10-05,Tata,4W,115
2022-10-05,Honda,4W,100
2022-10-05,Mahindra,4W,117
2022-10-05,TVS,2W,247
2022-10-05,Maruti,4W,111
2022-10-06,Hyundai,4W,92
2022-10-06,Bajaj,2W,247
2022-10-06,Maruti,4W,110
2022-10-06,Tata,4W,109
2022-10-06,Honda,4W,99
2022-10-07,Maruti,4W,104
2022-10-07,Hero,2W,240
2022-10-07,Kia,4W,112
2022-10-07,Tata,4W,95
2022-10-07,Toyota,4W,117
2022-10-07,Bajaj,2W,250
2022-10-07,Mahindra,4W,83
2022-10-07,Honda,4W,117
2022-10-07,TVS,2W,270
2022-10-07,Hyundai,4W,88
2022-10-08,Bajaj,2W,258
2022-10-08,Maruti,4W,116
2022-10-08,Mahindra,4W,93
2022-10-08,Hyundai,4W,112
2022-10-08,Kia,4W,116
2022-10-08,Toyota,4W,117
2022-10-08,Tata,4W,106
2022-10-08,TVS,2W,252
2022-10-09,Kia,4W,108
2022-10-09,Maruti,4W,112
2022-10-09,Mahindra,4W,85
2022-10-09,Tata,4W,118
2022-10-09,TVS,2W,240
2022-10-09,Bajaj,2W,270
2022-10-09,Hero,2W,254
2022-10-09,Honda,4W,115
2022-10-10,Mahindra,4W,114
2022-10-10,Kia,4W,89
2022-10-10,Toyota,4W,102
2022-10-10,Tata,4W,93
2022-10-10,Hero,2W,255
2022-10-10,Hyundai,4W,98
2022-10-10,TVS,2W,242
2022-10-10,Bajaj,2W,270
2022-10-11,Tata,4W,101
2022-10-11,Hero,2W,248
2022-10-11,Hyundai,4W,93
2022-10-11,Mahindra,4W,96
2022-10-11,Toyota,4W,89
2022-10-12,TVS,2W,269
2022-10-12,Kia,4W,84
2022-10-12,Hyundai,4W,105
2022-10-12,Hero,2W,262
2022-10-12,Bajaj,2W,270
2022-10-12,Maruti,4W,93
2022-10-12,Honda,4W,97
2022-10-12,Mahindra,4W,117
2022-10-13,Maruti,4W,106
2022-10-13,Honda,4W,94
2022-10-13,TVS,2W,263
2022-10-13,Kia,4W,119
2022-10-13,Hero,2W,269
2022-10-13,Toyota,4W,109
2022-10-13,Hyundai,4W,111
2022-10-13,Mahindra,4W,84
2022-10-13,Bajaj,2W,259
2022-10-13,Tata,4W,84
2022-10-14,Honda,4W,116
2022-10-14,Tata,4W,91
2022-10-14,Mahindra,4W,84
2022-10-14,Bajaj,2W,243
2022-10-14,Maruti,4W,112
2022-10-14,Kia,4W,110
2022-10-14,TVS,2W,236
2022-10-14,Hero,2W,256
2022-10-14,Hyundai,4W,112
2022-10-15,Hyundai,4W,101
2022-10-15,Tata,4W,94
2022-10-15,TVS,2W,248
2022-10-15,Maruti,4W,117
2022-10-15,Bajaj,2W,264
2022-10-15,Toyota,4W,82
2022-10-15,Hero,2W,246
2022-10-15,Honda,4W,94
2022-10-15,Mahindra,4W,98
2022-10-15,Kia,4W,105
2022-10-16,Mahindra,4W,94
2022-10-16,Maruti,4W,120
2022-10-16,Honda,4W,118
2022-10-16,Bajaj,2W,259
2022-10-16,TVS,2W,256
2022-10-16,Toyota,4W,97
2022-10-17,Tata,4W,111
2022-10-17,Hero,2W,249
2022-10-17,Bajaj,2W,244
2022-10-17,Mahindra,4W,102
2022-10-17,Kia,4W,111
2022-10-17,TVS,2W,252
2022-10-18,Kia,4W,105
2022-10-18,Toyota,4W,112
2022-10-18,Bajaj,2W,265
2022-10-18,Hyundai,4W,91
2022-10-18,TVS,2W,233
2022-10-19,TVS,2W,240
2022-10-19,Toyota,4W,90
2022-10-19,Bajaj,2W,259
2022-10-19,Kia,4W,94
2022-10-19,Honda,4W,83
2022-10-19,Mahindra,4W,122
2022-10-19,Maruti,4W,93
2022-10-19,Hero,2W,271
2022-10-20,Mahindra,4W,88
2022-10-20,Honda,4W,104
2022-10-20,Tata,4W,120
2022-10-20,Bajaj,2W,269
2022-10-20,Toyota,4W,90
2022-10-20,Kia,4W,117
2022-10-20,Hyundai,4W,93
2022-10-21,TVS,2W,252
2022-10-21,Hero,2W,271
2022-10-21,Maruti,4W,111
2022-10-21,Toyota,4W,85
2022-10-21,Mahindra,4W,121
2022-10-22,Hero,2W,265
2022-10-22,Kia,4W,100
2022-10-22,Honda,4W,119
2022-10-22,TVS,2W,252
2022-10-22,Maruti,4W,118
2022-10-22,Hyundai,4W,123
2022-10-22,Toyota,4W,111
2022-10-22,Bajaj,2W,234
2022-10-22,Mahindra,4W,101
2022-10-23,Honda,4W,99
2022-10-23,Kia,4W,95
2022-10-23,Maruti,4W,114
2022-10-23,Tata,4W,107
2022-10-23,Toyota,4W,97
2022-10-24,Mahindra,4W,123
2022-10-24,Hero,2W,243
2022-10-24,Kia,4W,102
2022-10-24,Maruti,4W,86
2022-10-24,Honda,4W,107
2022-10-24,Toyota,4W,88
2022-10-24,TVS,2W,236
2022-10-24,Tata,4W,110
2022-10-24,Hyundai,4W,99
2022-10-25,Maruti,4W,104
2022-10-25,Hero,2W,246
2022-10-25,Honda,4W,107
2022-10-25,TVS,2W,238
2022-10-25,Toyota,4W,107
2022-10-26,Honda,4W,106
2022-10-26,Kia,4W,105
2022-10-26,Mahindra,4W,117
2022-10-26,Maruti,4W,122
2022-10-26,Hero,2W,249
2022-10-27,Tata,4W,90
2022-10-27,Hyundai,4W,91
2022-10-27,Hero,2W,258
2022-10-27,Bajaj,2W,239
2022-10-27,Kia,4W,112
2022-10-27,Maruti,4W,103
2022-10-28,Bajaj,2W,243
2022-10-28,Mahindra,4W,96
2022-10-28,Maruti,4W,90
2022-10-28,Kia,4W,122
2022-10-28,Hyundai,4W,123
2022-10-28,TVS,2W,264
2022-10-28,Honda,4W,90
2022-10-28,Hero,2W,244
2022-10-28,Toyota,4W,87
2022-10-29,Maruti,4W,98
2022-10-29,Hyundai,4W,93
2022-10-29,Honda,4W,113
2022-10-29,Kia,4W,115
2022-10-29,TVS,2W,244
2022-10-30,Bajaj,2W,258
2022-10-30,Tata,4W,126
2022-10-30,TVS,2W,273
2022-10-30,Toyota,4W,87
2022-10-30,Maruti,4W,87
2022-10-30,Mahindra,4W,107
2022-10-31,Mahindra,4W,99
2022-10-31,Hero,2W,253
2022-10-31,Hyundai,4W,124
2022-10-31,Honda,4W,103
2022-10-31,Maruti,4W,100
2022-11-01,Hyundai,4W,118
2022-11-01,Mahindra,4W,122
2022-11-01,Maruti,4W,93
2022-11-01,Bajaj,2W,242
2022-11-01,Honda,4W,109
2022-11-01,Kia,4W,110
2022-11-01,Hero,2W,262
2022-11-01,TVS,2W,271
2022-11-01,Tata,4W,113
2022-11-02,Bajaj,2W,251
2022-11-02,Honda,4W,101
2022-11-02,Maruti,4W,100
2022-11-02,Kia,4W,94
2022-11-02,Hyundai,4W,102
2022-11-02,Tata,4W,106
2022-11-02,Hero,2W,272
2022-11-02,Toyota,4W,104
2022-11-02,Mahindra,4W,122
2022-11-03,Honda,4W,88
2022-11-03,Hero,2W,272
2022-11-03,Toyota,4W,119
2022-11-03,Maruti,4W,123
2022-11-03,Kia,4W,100
2022-11-03,Bajaj,2W,243
2022-11-03,Hyundai,4W,101
2022-11-04,Kia,4W,120
2022-11-04,Bajaj,2W,240
2022-11-04,Hyundai,4W,119
2022-11-04,Maruti,4W,91
2022-11-04,Honda,4W,96
2022-11-04,Toyota,4W,112
2022-11-04,TVS,2W,253
2022-11-04,Tata,4W,119
2022-11-04,Hero,2W,247
2022-11-05,Toyota,4W,123
2022-11-05,Kia,4W,118
2022-11-05,Bajaj,2W,248
2022-11-05,Maruti,4W,126
2022-11-05,TVS,2W,256
2022-11-05,Tata,4W,93
2022-11-05,Mahindra,4W,117
2022-11-05,Honda,4W,127
2022-11-05,Hero,2W,272
2022-11-06,Mahindra,4W,95
2022-11-06,Tata,4W,121
2022-11-06,Maruti,4W,107
2022-11-06,TVS,2W,254
2022-11-06,Bajaj,2W,279
2022-11-06,Hyundai,4W,121
2022-11-06,Hero,2W,248
2022-11-07,Kia,4W,121
2022-11-07,Maruti,4W,93
2022-11-07,Bajaj,2W,243
2022-11-07,Hero,2W,256
2022-11-07,Hyundai,4W,108
2022-11-07,Honda,4W,94
2022-11-07,Tata,4W,121
2022-11-07,Toyota,4W,111
2022-11-07,Mahindra,4W,95
2022-11-08,Hero,2W,249
2022-11-08,Bajaj,2W,252
2022-11-08,Hyundai,4W,113
2022-11-08,Honda,4W,104
2022-11-08,Kia,4W,123
2022-11-08,Tata,4W,108
2022-11-08,TVS,2W,249
2022-11-09,TVS,2W,265
2022-11-09,Bajaj,2W,250
2022-11-09,Hyundai,4W,104
2022-11-09,Hero,2W,270
2022-11-09,Maruti,4W,115
2022-11-09,Toyota,4W,104
2022-11-10,Kia,4W,98
2022-11-10,Hero,2W,258
2022-11-10,TVS,2W,243
2022-11-10,Maruti,4W,103
2022-11-10,Toyota,4W,109
2022-11-10,Honda,4W,102
2022-11-10,Tata,4W,107
2022-11-11,Toyota,4W,104
2022-11-11,Maruti,4W,105
2022-11-11,Honda,4W,96
2022-11-11,Mahindra,4W,131
2022-11-11,Bajaj,2W,244
2022-11-12,Tata,4W,109
2022-11-12,Hyundai,4W,109
2022-11-12,Maruti,4W,128
2022-11-12,Kia,4W,113
2022-11-12,Mahindra,4W,100
2022-11-12,Toyota,4W,97
2022-11-13,Maruti,4W,107
2022-11-13,Bajaj,2W,253
2022-11-13,Tata,4W,100
2022-11-13,Hyundai,4W,130
2022-11-13,Hero,2W,272
2022-11-13,TVS,2W,246
2022-11-14,Maruti,4W,122
2022-11-14,Honda,4W,113
2022-11-14,TVS,2W,268
2022-11-14,Bajaj,2W,249
2022-11-14,Toyota,4W,129
2022-11-14,Hero,2W,245
2022-11-14,Hyundai,4W,115
2022-11-14,Kia,4W,125
2022-11-15,Hero,2W,273
2022-11-15,Maruti,4W,130
2022-11-15,Hyundai,4W,116
2022-11-15,Honda,4W,130
2022-11-15,Tata,4W,103
2022-11-15,TVS,2W,283
2022-11-16,Kia,4W,100
2022-11-16,TVS,2W,265
2022-11-16,Hyundai,4W,118
2022-11-16,Hero,2W,256
2022-11-16,Honda,4W,132
2022-11-16,Maruti,4W,117
2022-11-16,Mahindra,4W,99
2022-11-17,Kia,4W,130
2022-11-17,Maruti,4W,116
2022-11-17,Toyota,4W,126
2022-11-17,Hero,2W,264
2022-11-17,Tata,4W,126
2022-11-17,Mahindra,4W,127
2022-11-17,Honda,4W,97
2022-11-17,TVS,2W,255
2022-11-17,Bajaj,2W,247
2022-11-18,Hyundai,4W,117
2022-11-18,Honda,4W,100
2022-11-18,Bajaj,2W,253
2022-11-18,Mahindra,4W,122
2022-11-18,Tata,4W,108
2022-11-18,Kia,4W,127
2022-11-19,Bajaj,2W,270
2022-11-19,Hero,2W,250
2022-11-19,Toyota,4W,115
2022-11-19,Tata,4W,122
2022-11-19,Hyundai,4W,107
2022-11-20,Mahindra,4W,127
2022-11-20,Honda,4W,117
2022-11-20,Kia,4W,135
2022-11-20,Toyota,4W,125
2022-11-20,Hero,2W,272
2022-11-20,Maruti,4W,129
2022-11-21,Mahindra,4W,114
2022-11-21,Honda,4W,120
2022-11-21,Toyota,4W,118
2022-11-21,Tata,4W,125
2022-11-21,Hyundai,4W,114
2022-11-21,Bajaj,2W,282
2022-11-21,Kia,4W,130
2022-11-21,Maruti,4W,124
2022-11-21,Hero,2W,273
2022-11-22,Tata,4W,118
2022-11-22,Kia,4W,137
2022-11-22,Toyota,4W,100
2022-11-22,TVS,2W,249
2022-11-22,Honda,4W,134
2022-11-22,Maruti,4W,122
2022-11-23,Honda,4W,123
2022-11-23,Tata,4W,120
2022-11-23,Hero,2W,259
2022-11-23,Maruti,4W,113
2022-11-23,Mahindra,4W,136
2022-11-23,Kia,4W,117
2022-11-23,TVS,2W,273
2022-11-23,Toyota,4W,113
2022-11-23,Bajaj,2W,283
2022-11-23,Hyundai,4W,111
2022-11-24,Tata,4W,133
2022-11-24,Hyundai,4W,136
2022-11-24,Maruti,4W,120
2022-11-24,Bajaj,2W,268
2022-11-24,Honda,4W,138
2022-11-24,TVS,2W,253
2022-11-24,Kia,4W,123
2022-11-24,Mahindra,4W,132
2022-11-24,Toyota,4W,116
2022-11-24,Hero,2W,255
2022-11-25,Hyundai,4W,123
2022-11-25,Bajaj,2W,264
2022-11-25,Maruti,4W,107
2022-11-25,TVS,2W,282
2022-11-25,Mahindra,4W,115
2022-11-25,Honda,4W,117
2022-11-25,Toyota,4W,134
2022-11-25,Tata,4W,105
2022-11-26,Hyundai,4W,136
2022-11-26,Kia,4W,118
2022-11-26,TVS,2W,279
2022-11-26,Maruti,4W,120
2022-11-26,Bajaj,2W,274
2022-11-26,Toyota,4W,133
2022-11-26,Tata,4W,141
2022-11-26,Hero,2W,264
2022-11-26,Honda,4W,121
2022-11-27,Tata,4W,129
2022-11-27,Hero,2W,277
2022-11-27,Mahindra,4W,110
2022-11-27,Honda,4W,103
2022-11-27,Hyundai,4W,122
2022-11-27,Maruti,4W,125
2022-11-27,Toyota,4W,134
2022-11-28,Maruti,4W,106
2022-11-28,Bajaj,2W,254
2022-11-28,TVS,2W,254
2022-11-28,Mahindra,4W,120
2022-11-28,Hyundai,4W,105
2022-11-28,Kia,4W,132
2022-11-28,Tata,4W,123
2022-11-29,Toyota,4W,115
2022-11-29,Hyundai,4W,123
2022-11-29,Kia,4W,123
2022-11-29,TVS,2W,262
2022-11-29,Honda,4W,142
2022-11-29,Mahindra,4W,107
2022-11-29,Bajaj,2W,272
2022-11-29,Maruti,4W,141
2022-11-29,Tata,4W,130
2022-11-29,Hero,2W,266
2022-11-30,Honda,4W,112
2022-11-30,Maruti,4W,112
2022-11-30,Tata,4W,130
2022-11-30,Hyundai,4W,130
2022-11-30,TVS,2W,277
2022-11-30,Kia,4W,117
2022-11-30,Hero,2W,282
2022-11-30,Mahindra,4W,113
2022-11-30,Toyota,4W,124
2022-12-01,Kia,4W,116
2022-12-01,Maruti,4W,143
2022-12-01,Hero,2W,289
2022-12-01,Hyundai,4W,124
2022-12-01,Bajaj,2W,261
2022-12-01,Toyota,4W,143
2022-12-01,TVS,2W,283
2022-12-02,Toyota,4W,131
2022-12-02,Hyundai,4W,118
2022-12-02,Maruti,4W,132
2022-12-02,Kia,4W,144
2022-12-02,Honda,4W,118
2022-12-03,Hyundai,4W,110
2022-12-03,TVS,2W,267
2022-12-03,Mahindra,4W,138
2022-12-03,Honda,4W,113
2022-12-03,Maruti,4W,117
2022-12-03,Hero,2W,284
2022-12-03,Toyota,4W,129
2022-12-04,TVS,2W,276
2022-12-04,Hero,2W,290
2022-12-04,Kia,4W,143
2022-12-04,Toyota,4W,121
2022-12-04,Bajaj,2W,271
2022-12-04,Maruti,4W,142
2022-12-04,Tata,4W,137
2022-12-04,Mahindra,4W,135
2022-12-04,Hyundai,4W,124
2022-12-05,Kia,4W,146
2022-12-05,Bajaj,2W,281
2022-12-05,TVS,2W,283
2022-12-05,Honda,4W,115
2022-12-05,Hyundai,4W,130
2022-12-05,Toyota,4W,125
2022-12-05,Tata,4W,126
2022-12-06,Toyota,4W,143
2022-12-06,Hero,2W,263
2022-12-06,Maruti,4W,126
2022-12-06,Mahindra,4W,113
2022-12-06,Tata,4W,135
2022-12-07,Mahindra,4W,128
2022-12-07,Bajaj,2W,295
2022-12-07,Hero,2W,286
2022-12-07,Tata,4W,141
2022-12-07,Kia,4W,123
2022-12-07,TVS,2W,277
2022-12-07,Hyundai,4W,137
2022-12-07,Toyota,4W,138
2022-12-08,Bajaj,2W,264
2022-12-08,Hero,2W,290
2022-12-08,Tata,4W,140
2022-12-08,TVS,2W,282
2022-12-08,Hyundai,4W,121
2022-12-08,Toyota,4W,112
2022-12-08,Honda,4W,122
2022-12-09,Toyota,4W,134
2022-12-09,TVS,2W,287
2022-12-09,Hero,2W,267
2022-12-09,Tata,4W,117
2022-12-09,Maruti,4W,119
2022-12-09,Honda,4W,135
2022-12-09,Kia,4W,133
2022-12-09,Bajaj,2W,280
2022-12-09,Hyundai,4W,148
2022-12-09,Mahindra,4W,129
2022-12-10,Honda,4W,139
2022-12-10,Tata,4W,151
2022-12-10,Toyota,4W,121
2022-12-10,Mahindra,4W,133
2022-12-10,TVS,2W,274
2022-12-10,Hero,2W,291
2022-12-10,Maruti,4W,145
2022-12-10,Hyundai,4W,127
2022-12-10,Bajaj,2W,264
2022-12-10,Kia,4W,151
2022-12-11,TVS,2W,296
2022-12-11,Maruti,4W,144
2022-12-11,Kia,4W,124
2022-12-11,Mahindra,4W,117
2022-12-11,Bajaj,2W,281
2022-12-11,Hero,2W,267
2022-12-11,Honda,4W,147
2022-12-11,Tata,4W,142
2022-12-11,Hyundai,4W,137
2022-12-12,Bajaj,2W,294
2022-12-12,Hero,2W,277
2022-12-12,Mahindra,4W,152
2022-12-12,Tata,4W,141
2022-12-12,Kia,4W,145
2022-12-12,Honda,4W,141
2022-12-12,Maruti,4W,122
2022-12-12,TVS,2W,285
2022-12-12,Toyota,4W,145
2022-12-12,Hyundai,4W,118
2022-12-13,Mahindra,4W,121
2022-12-13,Maruti,4W,143
2022-12-13,Toyota,4W,117
2022-12-13,Bajaj,2W,283
2022-12-13,Honda,4W,124
2022-12-13,Hyundai,4W,142
2022-12-13,Tata,4W,143
2022-12-13,Hero,2W,279
2022-12-13,Kia,4W,149
2022-12-14,TVS,2W,268
2022-12-14,Maruti,4W,123
2022-12-14,Kia,4W,138
2022-12-14,Hero,2W,281
2022-12-14,Mahindra,4W,128
2022-12-14,Hyundai,4W,118
2022-12-14,Honda,4W,124
2022-12-14,Bajaj,2W,279
2022-12-14,Tata,4W,128
2022-12-14,Toyota,4W,122
2022-12-15,Tata,4W,132
2022-12-15,Hero,2W,274
2022-12-15,TVS,2W,291
2022-12-15,Honda,4W,128
2022-12-15,Mahindra,4W,141
2022-12-15,Kia,4W,133
2022-12-15,Maruti,4W,142
2022-12-15,Toyota,4W,130
2022-12-15,Bajaj,2W,302
2022-12-15,Hyundai,4W,139
2022-12-16,Honda,4W,135
2022-12-16,Mahindra,4W,145
2022-12-16,TVS,2W,294
2022-12-16,Hero,2W,299
2022-12-16,Bajaj,2W,276
2022-12-16,Hyundai,4W,157
2022-12-16,Maruti,4W,149
2022-12-17,Honda,4W,142
2022-12-17,Kia,4W,157
2022-12-17,Bajaj,2W,298
2022-12-17,Hero,2W,281
2022-12-17,Tata,4W,123
2022-12-17,Hyundai,4W,143
2022-12-17,TVS,2W,288
2022-12-17,Toyota,4W,136
2022-12-18,Toyota,4W,129
2022-12-18,Maruti,4W,137
2022-12-18,Tata,4W,153
2022-12-18,Bajaj,2W,307
2022-12-18,Hero,2W,294
2022-12-18,Mahindra,4W,132
2022-12-19,TVS,2W,297
2022-12-19,Mahindra,4W,152
2022-12-19,Kia,4W,138
2022-12-19,Hyundai,4W,147
2022-12-19,Toyota,4W,156
2022-12-19,Honda,4W,145
2022-12-19,Tata,4W,154
2022-12-19,Maruti,4W,153
2022-12-19,Bajaj,2W,304
2022-12-19,Hero,2W,309
2022-12-20,Kia,4W,142
2022-12-20,Hero,2W,291
2022-12-20,Hyundai,4W,146
2022-12-20,Maruti,4W,160
2022-12-20,TVS,2W,291
2022-12-20,Tata,4W,145
2022-12-20,Mahindra,4W,121
2022-12-20,Bajaj,2W,276
2022-12-20,Toyota,4W,143
2022-12-20,Honda,4W,143
2022-12-21,Bajaj,2W,298
2022-12-21,Mahindra,4W,139
2022-12-21,Tata,4W,145
2022-12-21,Toyota,4W,161
2022-12-21,Kia,4W,128
2022-12-21,Maruti,4W,141
2022-12-21,Hero,2W,298
2022-12-22,Toyota,4W,145
2022-12-22,Tata,4W,142
2022-12-22,Honda,4W,159
2022-12-22,Mahindra,4W,150
2022-12-22,Hyundai,4W,139
2022-12-22,Hero,2W,300
2022-12-22,Maruti,4W,124
2022-12-22,TVS,2W,297
2022-12-22,Kia,4W,128
2022-12-22,Bajaj,2W,283
2022-12-23,Hero,2W,308
2022-12-23,Maruti,4W,156
2022-12-23,Honda,4W,147
2022-12-23,Mahindra,4W,142
2022-12-23,Hyundai,4W,141
2022-12-24,Hyundai,4W,157
2022-12-24,Honda,4W,148
2022-12-24,Bajaj,2W,289
2022-12-24,TVS,2W,307
2022-12-24,Maruti,4W,152
2022-12-25,TVS,2W,307
2022-12-25,Mahindra,4W,158
2022-12-25,Hyundai,4W,140
2022-12-25,Kia,4W,164
2022-12-25,Hero,2W,292
2022-12-25,Bajaj,2W,308
2022-12-25,Toyota,4W,149
2022-12-26,Honda,4W,135
2022-12-26,Hero,2W,305
2022-12-26,Mahindra,4W,143
2022-12-26,Bajaj,2W,299
2022-12-26,Tata,4W,134
2022-12-26,Maruti,4W,156
2022-12-26,TVS,2W,290
2022-12-26,Hyundai,4W,129
2022-12-26,Kia,4W,165
2022-12-27,Hyundai,4W,131
2022-12-27,Toyota,4W,146
2022-12-27,Kia,4W,141
2022-12-27,TVS,2W,294
2022-12-27,Hero,2W,278
2022-12-28,TVS,2W,312
2022-12-28,Honda,4W,164
2022-12-28,Kia,4W,140
2022-12-28,Hyundai,4W,163
2022-12-28,Maruti,4W,140
2022-12-28,Toyota,4W,139
2022-12-28,Tata,4W,164
2022-12-28,Hero,2W,287
2022-12-28,Bajaj,2W,286
2022-12-29,Tata,4W,133
2022-12-29,Maruti,4W,159
2022-12-29,TVS,2W,303
2022-12-29,Bajaj,2W,309
2022-12-29,Hero,2W,298
2022-12-29,Kia,4W,145
2022-12-29,Mahindra,4W,130
2022-12-29,Toyota,4W,153
2022-12-30,Maruti,4W,140
2022-12-30,Hero,2W,299
2022-12-30,Kia,4W,134
2022-12-30,Bajaj,2W,298
2022-12-30,Tata,4W,151
2022-12-30,Toyota,4W,148
2022-12-30,Hyundai,4W,145
2022-12-30,Mahindra,4W,153
2022-12-30,Honda,4W,133
2022-12-31,Hero,2W,298
2022-12-31,Mahindra,4W,154
2022-12-31,Kia,4W,145
2022-12-31,Hyundai,4W,169
2022-12-31,Bajaj,2W,287
2023-01-01,Honda,4W,163
2023-01-01,Hero,2W,315
2023-01-01,TVS,2W,304
2023-01-01,Bajaj,2W,285
2023-01-01,Toyota,4W,153
2023-01-01,Kia,4W,147
2023-01-02,Hero,2W,314
2023-01-02,Kia,4W,158
2023-01-02,Mahindra,4W,133
2023-01-02,TVS,2W,291
2023-01-02,Hyundai,4W,168
2023-01-02,Tata,4W,144
2023-01-02,Toyota,4W,156
2023-01-02,Maruti,4W,151
2023-01-02,Honda,4W,169
2023-01-02,Bajaj,2W,310
2023-01-03,Hyundai,4W,139
2023-01-03,Honda,4W,135
2023-01-03,TVS,2W,316
2023-01-03,Kia,4W,134
2023-01-03,Maruti,4W,171
2023-01-03,Bajaj,2W,288
2023-01-03,Toyota,4W,158
2023-01-04,Hero,2W,315
2023-01-04,TVS,2W,318
2023-01-04,Hyundai,4W,169
2023-01-04,Kia,4W,149
2023-01-04,Tata,4W,167
2023-01-05,Maruti,4W,164
2023-01-05,Kia,4W,164
2023-01-05,Hero,2W,300
2023-01-05,Hyundai,4W,157
2023-01-05,Bajaj,2W,306
2023-01-05,TVS,2W,301
2023-01-05,Toyota,4W,147
2023-01-05,Honda,4W,148
2023-01-05,Mahindra,4W,148
2023-01-06,Bajaj,2W,324
2023-01-06,Toyota,4W,166
2023-01-06,TVS,2W,316
2023-01-06,Maruti,4W,164
2023-01-06,Kia,4W,147
2023-01-06,Tata,4W,135
2023-01-06,Hero,2W,318
2023-01-06,Honda,4W,149
2023-01-06,Mahindra,4W,148
2023-01-06,Hyundai,4W,163
2023-01-07,Bajaj,2W,312
2023-01-07,Tata,4W,137
2023-01-07,Mahindra,4W,152
2023-01-07,TVS,2W,322
2023-01-07,Maruti,4W,149
2023-01-07,Hero,2W,310
2023-01-08,TVS,2W,302
2023-01-08,Honda,4W,151
2023-01-08,Hyundai,4W,137
2023-01-08,Maruti,4W,139
2023-01-08,Tata,4W,156
2023-01-08,Toyota,4W,174
2023-01-08,Hero,2W,319
2023-01-08,Bajaj,2W,315
2023-01-08,Kia,4W,141
2023-01-08,Mahindra,4W,152
2023-01-09,Hyundai,4W,138
2023-01-09,Honda,4W,145
2023-01-09,Toyota,4W,172
2023-01-09,Hero,2W,308
2023-01-09,Bajaj,2W,308
2023-01-10,Mahindra,4W,170
2023-01-10,Hero,2W,288
2023-01-10,Bajaj,2W,311
2023-01-10,TVS,2W,291
